"(G10010) Gridded Monthly Sea Ice Extent and Concentration, 1850 Onward, Version 2 - Daily Ice Extent by Region in Square Kilometers on the 15th of each month",,,,,,,,,,,,,,,,,
YYYYDDD,Northern_Hemisphere,Beaufort_Sea,Chukchi_Sea,East_Siberian_Sea,Laptev_Sea,Kara_Sea,Barents_Sea,Greenland_Sea,Baffin_Bay_Gulf_of_St._Lawrence,Canadian_Archipelago,Hudson_Bay,Central_Arctic,Bering_Sea,Baltic_Sea,Sea_of_Okhotsk,Yellow_Sea,Cook_Inlet
1888320,11761714.99,1061363.42,926072.76,1085864.77,892614.79,936396.88,660964.77,643436.56,718273.67,864497.59,599186.56,3216316.32,110322.15,0,46339.15,0,0
1888350,13727324.68,1061363.42,958779.67,1085864.77,892614.79,937165.12,727523.63,831212.81,915447.35,864497.59,1267354.07,3216316.32,465784.24,10038.11,493297.19,0,0
1889015,15648581.42,1061907.23,958779.67,1085864.77,892614.79,925300.08,1068007.57,1217875.81,1324454.8,863449.97,1266116.68,3215959.05,843732.77,137572.7,786879.92,0,0
1889046,16061210.44,1061907.23,958779.67,1085864.77,892614.79,925237.15,1105716.92,1230806.82,1481339.23,863327.56,1265801.17,3215959.05,879617.75,188793.87,905378.84,0,0
1889074,16164327.04,1061907.23,958779.67,1085864.77,888230.14,925237.15,1095035.41,1294217.81,1583919.44,863327.56,1265801.17,3215959.05,968875.4,173068.65,784037.99,0,0
1889105,16267235.99,1061363.42,958779.67,1085864.77,891731.4,929497.86,1218327.76,1051766.04,1438957.56,860951.24,1266416.78,3215519.33,1077248.23,119876.64,1090869.69,0,0
1889135,14603171.96,1061363.42,958779.67,1085864.77,891731.4,839655.51,808923.84,995518.82,1244315.79,860951.24,1266732.29,3215519.33,856789.88,77009.22,439951.19,0,0
1889166,14133741.41,1061635.32,956210.47,1085864.77,887346.74,919704.51,1032564.01,1058753.78,1287411.24,846741.4,1263929.68,3216316.32,386600.72,0,130596.85,0,0
1889196,12768122.58,1061635.32,897828.61,1085864.77,885839.57,919704.51,715782.51,825467.98,1001628.68,846741.4,1230538.26,3216316.32,80709.04,0,0,0,0
1889227,10911450.12,1061635.32,832619.5,1081324.43,858889.11,791523.57,351794.68,582591.74,763105.28,846741.4,526341.38,3214818.11,0,0,0,0,0
1889258,9256034.1,1018825.64,796892.51,1056565.13,863924.83,453549.15,183262.69,473477.59,161540.07,830585.12,203495.09,3213850.68,0,0,0,0,0
1889288,10254178.28,1060029.16,748754.74,1085087.03,891952.25,803465.1,454904.36,511261.33,460835.36,862239.08,159387.04,3216197.23,0,0,0,0,0
1889319,12293388.35,1061363.42,951788.44,1085864.77,892614.79,937165.12,741733.38,706259.48,833941.28,864497.59,789986.29,3216316.32,136129.86,0,75662.02,0,0
1889349,14025400.2,1061363.42,958779.67,1085864.77,892614.79,937165.12,986478.84,954864,938862.66,864497.59,1267354.07,3216316.32,505065.87,98992.2,257115.28,0,0
1890015,15899581.53,1061907.23,958779.67,1085864.77,888012.52,925237.15,1071296.14,1323082.49,1644327.84,863327.56,1265801.17,3215959.05,851932.71,70120.85,673866.76,0,0
1890046,16326587.24,1061907.23,958779.67,1085864.77,888230.14,925237.15,1195594.66,1303322.01,1741478.81,863327.56,1265801.17,3215959.05,839165.74,198785.97,783067.7,0,0
1890074,16491717.89,1061907.23,958779.67,1085864.77,888012.52,925237.15,1026706.2,1413319.79,1884277.29,863327.56,1265801.17,3215959.05,1017566.64,168443.64,716016.52,0,433.08
1890105,16429320.23,1061907.23,958779.67,1085864.77,887791.67,925237.15,1202430.29,1385248.87,1673769.65,863327.56,1266116.68,3216316.32,1057594.73,103669.51,741200.53,0,0
1890135,15719288.08,1061635.32,958779.67,1085864.77,887346.74,919704.51,1239700.92,1364940.27,1460226.38,846741.4,1263929.68,3216316.32,962562.74,20277.32,431196.43,0,0
1890166,14494701.21,1061635.32,952528.96,1085864.77,887346.74,919704.51,1137964.77,1281598.63,1289271.02,846741.4,1264245.19,3210471.67,425308.58,0,131954.06,0,0
1890196,12854118.11,1061635.32,926704.64,1085864.77,885839.57,919704.51,765637.31,833192.95,1001628.68,846741.4,1199551.41,3212296.24,115255.71,0,0,0,0
1890227,10382362.59,1061635.32,850806.06,1081324.43,858889.11,681758.3,199050.9,433214.35,763105.28,846741.4,427528.5,3178243.33,0,0,0,0,0
1890258,9322862.06,1034191.35,757184.61,1043178.39,835410.04,508896.27,216732.72,543003.14,176908.35,833886.92,159414.96,3213989.7,0,0,0,0,0
1890288,10426569.95,1061635.32,796042.91,1085864.77,887580.51,864911.26,402046,579116.67,481111.41,859477.86,191168.77,3215959.05,1589.82,0,0,0,0
1890319,11761714.99,1061363.42,926072.76,1085864.77,892614.79,936396.88,660964.77,643436.56,718273.67,864497.59,599186.56,3216316.32,110322.15,0,46339.15,0,0
1890349,14142368.69,1061363.42,958779.67,1085864.77,892614.79,937165.12,793672.78,742930.51,1198258.01,864497.59,1267354.07,3216316.32,577239.45,20423.86,525822.73,0,0
1891015,15295239.05,1061635.32,958779.67,1085864.77,891737.87,933047.67,906446.32,850935.1,1403748.95,865373.4,1266729.21,3216197.23,774943.61,99811.75,979336.48,0,0
1891046,15931720.06,1061907.23,958779.67,1085864.77,888012.52,925237.15,1242403.21,1241548.68,1514378.49,863327.56,1265801.17,3215959.05,685610.84,226383.94,756440.17,0,0
1891074,16498947.07,1061907.23,958779.67,1085864.77,888012.52,925237.15,1061292.33,1518027.48,1723247.42,863327.56,1265801.17,3216316.32,1010473.34,168330.01,752264.49,0,0
1891105,16911081.54,1061363.42,958779.67,1085864.77,891731.4,931938.49,1142752.66,1397651.01,1501150.95,860951.24,1266732.29,3216316.32,1073179.82,192985.72,1329618.17,0,0
1891135,15930665.46,1061635.32,958779.67,1085864.77,887346.74,919704.51,1231435.22,1504138.85,1451818.17,846741.4,1263929.68,3216316.32,1068003.57,5041.01,429844.64,0,0
1891166,14431717.27,1061635.32,956813.7,1085864.77,887346.74,919704.51,1077661.43,1221550.29,1284050.79,846741.4,1263929.68,3216316.32,479908.51,0,130128.21,0,0
1891196,11701501.18,1059567.68,928629.53,1085864.77,867121.98,876828.93,383042.46,570233.37,630400.54,856829.31,1162031.5,3216316.32,64569.21,0,0,0,0
1891227,9396583.36,1035235.99,807134.32,1059277.11,648819.84,512677.78,377040.69,589276.37,142511.85,803628.65,204171.74,3215172.05,1571.38,0,0,0,0
1891258,9313802.18,1034191.35,748124.74,1043178.39,835410.04,508896.27,216732.72,543003.14,176908.35,833886.92,159414.96,3213989.7,0,0,0,0,0
1891288,10361704.98,1061635.32,848991.67,1085864.77,887148.51,832789.62,293264.17,562396.16,529724.56,859205.95,184659.6,3215959.05,0,0,0,0,0
1891319,12459500.1,1061363.42,924272.39,1085864.77,892614.79,936396.88,660801.85,654136.67,823281.6,864497.59,1219676.4,3216316.32,40914.88,0,79296.94,0,0
1891349,14125168.68,1061363.42,958779.67,1085864.77,892614.79,937165.12,987958.16,954466.98,943457,864497.59,1267354.07,3216316.32,513519.08,98992.2,342753.9,0,0
1892015,15687173.34,1061363.42,958779.67,1085864.77,892614.79,937165.12,999920.1,1114140.86,1465946.36,864497.59,1267354.07,3216316.32,786323.97,160345.23,876475.47,0,0
1892046,16233025.72,1061907.23,958779.67,1085864.77,888230.14,925237.15,1153000.25,1222514.66,1689994.46,863327.56,1265801.17,3215959.05,940912.49,181124.06,780307.46,0,0
1892075,15910067.12,1061907.23,958779.67,1085864.77,891517.01,925237.15,1071286.88,1200237.01,1496118.16,863327.56,1265801.17,3215959.05,900879.02,192618.84,780468,0,0
1892106,16468605.92,1061363.42,958779.67,1085864.77,891731.4,931938.49,1094950.43,1103829.08,1664671.77,860951.24,1266416.78,3215519.33,1002115.39,218528.25,1111880.29,0,0
1892136,15614027.83,1061635.32,958779.67,1085864.77,887346.74,922145.15,1071282.14,1330452.89,1463105.55,846741.4,1263929.68,3214818.11,1075593.24,679.81,431587.77,0,0
1892167,13604946.31,1061363.42,958779.67,1085864.77,891731.4,931938.49,831441.49,930926.25,1097792.07,860951.24,1266732.29,3216316.32,367183.98,0,103859.32,0,0
1892197,12191871.61,1015102.63,911395.38,1085037.22,883691.28,853214.68,407730.07,934582.18,752463.26,856404.45,1165121.79,3216316.32,110746.76,0,0,0,0
1892228,9447181.16,1016752.87,765375.62,1059277.11,648819.84,512677.78,346690.16,731095.66,142511.85,803628.65,204766.71,3215519.33,0,0,0,0,0
1892259,9410299,1003072.93,782258.14,1045678.49,765195.39,498375.02,241466.15,516789.25,303005.7,852499.28,187903.37,3213989.7,0,0,0,0,0
1892289,10317453.08,1061635.32,840054.07,1085864.77,887580.51,852296.52,412455.86,501681.98,456608.12,858191.1,145060.18,3215959.05,0,0,0,0,0
1892320,11761714.99,1061363.42,926072.76,1085864.77,892614.79,936396.88,660964.77,643436.56,718273.67,864497.59,599186.56,3216316.32,110322.15,0,46339.15,0,0
1892350,14284866.21,1061363.42,958779.67,1085864.77,892614.79,937165.12,986478.84,931744.17,945205.3,864497.59,1267354.07,3216316.32,528230.69,98992.2,510193.66,0,0
1893015,15629041.34,1061907.23,958779.67,1085864.77,888012.52,925237.15,1026316.05,1200932.44,1519083.33,863327.56,1265801.17,3215959.05,851878.84,81379.48,684496.47,0,0
1893046,16769517.9,1061907.23,958779.67,1085864.77,892614.79,925237.15,1142934.68,1222342.01,1750837.05,863327.56,1265801.17,3215959.05,941178,187280.59,1255388.56,0,0
1893074,16060308.63,1061907.23,958779.67,1085864.77,888230.14,925237.15,1072514.51,1185511.96,1577280.41,863327.56,1265801.17,3215959.05,1002064.11,186006.84,771758.46,0,0
1893105,16280502.95,1061635.32,958779.67,1085864.77,887346.74,931895.76,1279669.6,1359666.64,1532013.75,846741.4,1263929.68,3214818.11,1034664.03,72165.69,751246.21,0,0
1893135,15554240.27,1061363.42,958779.67,1085864.77,891731.4,935161.07,1308239.63,962982.13,1487544.14,860951.24,1266416.78,3204369.69,942645.21,82412.83,505712.68,0,0
1893166,14321518.48,1061635.32,958779.67,1085864.77,887346.74,931895.76,1166474.4,992533.49,1278061.65,846741.4,1263929.68,3216316.32,499919.62,0,131954.06,0,0
1893196,13399780.46,1061635.32,908889.41,1085864.77,885839.57,931895.76,1163737.76,973339.94,1001628.68,846741.4,1230538.26,3216316.32,93287.66,0,0,0,0
1893227,10613016.31,1061635.32,786939.51,1081324.43,858889.11,733707.76,224656.44,521007.7,763105.28,846741.4,519778.35,3215165.39,0,0,0,0,0
1893258,9399000.9,1039803.57,779885.8,1073367.97,744917.32,459425.7,256304.47,524718.66,260306.8,851764.7,195413.74,3213026.55,0,0,0,0,0
1893288,10296952.4,1059327.44,809166.05,1079083.94,880642.75,765273.23,486708.31,534990.16,426921.79,859033.05,168729.83,3215806.74,11203.5,0,0,0,0
1893319,12412411.45,1061363.42,956326.53,1085864.77,892614.79,937165.12,820840.78,736964.88,829531.81,864497.59,779717.04,3216316.32,147294.75,8186.03,75662.02,0,0
1893349,14284866.21,1061363.42,958779.67,1085864.77,892614.79,937165.12,986478.84,931744.17,945205.3,864497.59,1267354.07,3216316.32,528230.69,98992.2,510193.66,0,0
1894015,15639693.54,1061907.23,958779.67,1085864.77,888012.52,925237.15,1021291.43,1192784.12,1527782.93,863327.56,1265801.17,3215959.05,867004.39,81379.48,684496.47,0,0
1894046,16186003.79,1061907.23,958779.67,1085864.77,888230.14,925237.15,1145380.53,1236890.08,1631874.93,863327.56,1265801.17,3215959.05,961299.75,182702.84,762683.32,0,0
1894074,16344432.92,1061907.23,958779.67,1085864.77,888012.52,925237.15,1154708.51,1315829.25,1697405.28,863327.56,1265801.17,3215959.05,979699.96,175469.01,756366.17,0,0
1894105,16910677.01,1061363.42,958779.67,1085864.77,891731.4,931938.49,1094950.43,1080059.82,1743306.58,860951.24,1266416.78,3215519.33,1140849,218528.25,1360352.21,0,0
1894135,15165194.97,1061363.42,958779.67,1085864.77,891731.4,929497.86,1216769.89,854140.83,1478379.7,860951.24,1266416.78,3215519.33,818438.1,57367.73,469908.66,0,0
1894166,13434742.75,1061363.42,958779.67,1085864.77,891731.4,931938.49,819589.78,868349.87,1051354.52,860951.24,1266732.29,3215383.63,298602.72,0,124035.35,0,0
1894196,12015805.31,1058660.12,883359.32,1079546.77,867829.91,846815.72,521865.01,799704.19,715411.63,852739.22,1151309.66,3211716.2,26781.96,0,0,0,0
1894227,11076278.02,1061135.89,852454.99,1081324.43,858889.11,729535.36,380100.33,783162.83,763105.28,846741.4,501878.17,3216316.32,1568.31,0,0,0,0
1894258,8808464.65,973416.82,751504.59,1002268.82,734850.47,522711.3,230249.96,483344.89,124670.28,646055.81,123367.06,3215959.05,0,0,0,0,0
1894288,10138734.55,1061635.32,907211.9,1085864.77,892614.79,816952.3,174568.22,489795.56,425332.59,858191.1,174814.54,3215959.05,35728.81,0,0,0,0
1894319,11747989.34,1061363.42,958779.67,1085864.77,892614.79,915100.11,530342.11,554839.57,639608.16,864497.59,726744.02,3216316.32,244662.73,0,57190.48,0,0
1894349,13961417.87,1061363.42,958779.67,1085864.77,892614.79,937165.12,772860.12,843527.42,884492.79,864497.59,1267354.07,3216316.32,531647,112413.47,532455.71,0,0
1895015,16098867.51,1061363.42,958779.67,1085864.77,892614.79,937165.12,1136542.05,1105812.59,1532776.6,864497.59,1267354.07,3216316.32,963371.25,187726.56,887750.95,0,866.16
1895046,16336565.36,1061635.32,958779.67,1085864.77,892614.79,925237.15,1163720.83,1136400.04,1508529.86,862511.84,1265801.17,3215959.05,786390.3,216170.07,1256884.9,0,0
1895074,16009637.75,1061907.23,958779.67,1085864.77,888230.14,925237.15,1109468.89,1157918.98,1500364.25,863327.56,1265801.17,3215959.05,1014853.89,196371.57,765487.83,0,0
1895105,16676448.94,1061363.42,958779.67,1085864.77,891731.4,935161.07,1171541.49,1115193.65,1482241.72,860951.24,1266416.78,3216316.32,1053848.58,226610.16,1350363.08,0,0
1895135,15298834.85,1061363.42,958779.67,1085864.77,891731.4,935161.07,1132716.33,1231313.4,1174111.23,860951.24,1266416.78,3216316.32,828576.29,78532,576935.33,0,0
1895166,14291408.11,1061635.32,958779.67,1085864.77,887346.74,931895.76,899251.78,1260199.23,1242737.77,846741.4,1260347.82,3216316.32,501847.39,0,138378.54,0,0
1895196,12541410.42,1061635.32,935757.78,1085864.77,885839.57,798220.26,635019.72,785494,1001628.68,846741.4,1198877.24,3206135.4,100130.66,0,0,0,0
1895227,9340624.67,1021862.37,802536.44,950814.27,563061.47,563590.86,498490.55,533309.55,155037.85,787688.35,258416.28,3205751.08,0,0,0,0,0
1895258,9349416.56,1022661.66,792957.95,1058155.34,885647.83,471241.8,160934.63,445806.3,252231.9,839959.9,206180.99,3213572.66,0,0,0,0,0
1895288,10615085.43,1061635.32,853902.41,1085864.77,887148.51,882080.35,370456.23,618384.83,530435.07,858911.85,206084.92,3215959.05,44156.52,0,0,0,0
1895319,12459500.1,1061363.42,924272.39,1085864.77,892614.79,936396.88,660801.85,654136.67,823281.6,864497.59,1219676.4,3216316.32,40914.88,0,79296.94,0,0
1895349,14544781.31,1061363.42,958779.67,1085864.77,892614.79,937165.12,977890.07,908994.84,1222138.83,864497.59,1267354.07,3216316.32,525931.88,105901.48,519902.86,0,0
1896015,15661064.42,1061363.42,958779.67,1085864.77,892614.79,937165.12,1038650.86,986363.19,1501175.91,864497.59,1267354.07,3216316.32,961676.97,132632.62,755677.36,0,866.16
1896046,16028598.6,1061907.23,958779.67,1085864.77,888230.14,925237.15,1157177.99,1253906.31,1567463.8,863327.56,1265801.17,3215959.05,817423.31,187594.3,779860.53,0,0
1896075,16485327.36,1061907.23,958779.67,1085864.77,888012.52,925237.15,1211988.65,1300220.47,1801871.63,863327.56,1265801.17,3215959.05,983587.5,166349.18,756355.21,0,0
1896106,15846077.4,1061635.32,958779.67,1085864.77,887346.74,931895.76,957912.59,1270718.31,1618340.2,846741.4,1263929.68,3216316.32,979210.43,42282.83,725037.77,0,0
1896136,15108310.49,1061363.42,958779.67,1085864.77,891731.4,935161.07,802640.2,1338389.64,1390548.66,860951.24,1266416.78,3168496.4,833105.54,64282.55,450513.54,0,0
1896167,13719011.42,1061635.32,958779.67,1085864.77,887346.74,919704.51,628771.03,1052978.07,1240786.5,846741.4,1264245.19,3163956.9,477538.86,0,130596.85,0,0
1896197,11885574.85,1059567.68,897971.09,1085864.77,888505.66,873386.5,434237.72,675553.41,706599.84,857597.55,1194324.46,3186851.68,25048.89,0,0,0,0
1896228,10833798.01,1057243.86,805181.59,1081324.43,858889.11,836830.39,314199.12,613520.64,763105.28,846741.4,496739.95,3158703.83,1252.8,0,0,0,0
1896259,8952979.22,1000756.79,732041.23,966842.65,760785.03,589031.91,288667.56,633406.35,102927.13,631603.43,32444.81,3214406.73,0,0,0,0,0
1896289,10295121.94,1061363.42,846968.92,1085864.77,891737.87,743642.26,410721.4,540262.01,400473.42,864340.08,185235.14,3216197.23,48249.83,0,0,0,0
1896320,12174692.45,1061363.42,958779.67,1085864.77,892614.79,937165.12,705759.98,706881.53,822767.13,864497.59,644971.08,3216316.32,210876.04,3259.23,63510.19,0,0
1896350,14025400.2,1061363.42,958779.67,1085864.77,892614.79,937165.12,986478.84,954864,938862.66,864497.59,1267354.07,3216316.32,505065.87,98992.2,257115.28,0,0
1897015,15898860.28,1061907.23,958779.67,1085864.77,888012.52,925237.15,1103990.99,1414423.3,1573814.89,863327.56,1265801.17,3215959.05,808634.72,59174.88,673866.76,0,0
1897046,16224593.4,1061907.23,958779.67,1085864.77,888230.14,925237.15,1212261.4,1284210.03,1657766.05,863327.56,1265801.17,3215959.05,826313.93,207558.11,771311.53,0,0
1897074,16006257.98,1061907.23,958779.67,1085864.77,888012.52,925237.15,1144730.71,1063666.24,1574948.08,863327.56,1265801.17,3215959.05,996648.73,200833.46,760476.04,0,0
1897105,15520239.02,1061635.32,958779.67,1085864.77,887346.74,931895.76,809215.64,1014407.35,1709884.94,846741.4,1264245.19,3216316.32,1006816.12,4270.49,722753.71,0,0
1897135,14554053.01,1061635.32,958779.67,1085864.77,887346.74,931895.76,692892.66,788361.49,1457650.74,846741.4,1263929.68,3216316.32,941361.72,679.81,420531.34,0,0
1897166,13666943.55,1061635.32,957294.91,1085864.77,887346.74,919704.51,659890.11,925455.43,1240786.5,846741.4,1264245.19,3216316.32,470999.91,0,130596.85,0,0
1897196,12093518.15,1010962.44,852386.35,1085864.77,880731.99,860464.85,535532.72,823832.3,733686.84,850482.65,1226410.87,3211607.05,21489.72,0,0,0,0
1897227,10832723.21,1061635.32,806872.06,1081324.43,858889.11,830227.09,169064.08,703229.94,763105.28,846741.4,496019.66,3213977.85,1571.38,0,0,0,0
1897258,8827239.52,1031058.64,779472.98,1046917.61,758653.01,511687.2,191934.98,537301.49,89216.7,616610.53,49493.69,3214827.08,0,0,0,0,0
1897288,10373370.85,1061635.32,958779.67,1085864.77,887148.51,883443.46,304400.87,543552.45,438151.99,859279.59,88025.19,3215959.05,47064.37,0,0,0,0
1897319,11761714.99,1061363.42,926072.76,1085864.77,892614.79,936396.88,660964.77,643436.56,718273.67,864497.59,599186.56,3216316.32,110322.15,0,46339.15,0,0
1897349,14025400.2,1061363.42,958779.67,1085864.77,892614.79,937165.12,986478.84,954864,938862.66,864497.59,1267354.07,3216316.32,505065.87,98992.2,257115.28,0,0
1898015,15836691.44,1061907.23,958779.67,1085864.77,888012.52,925237.15,1107000.15,1409178.08,1514527.96,863327.56,1265801.17,3215959.05,806587.1,60576.66,673866.76,0,0
1898046,16580295.28,1061635.32,958779.67,1085864.77,892614.79,933047.67,949652.56,1006599.08,1796656.55,865373.4,1266729.21,3216197.23,982376.18,148552.87,1414403.1,0,0
1898074,16035564.64,1061907.23,958779.67,1085864.77,888012.52,925237.15,1165468.66,1193182.2,1523966.27,863327.56,1265801.17,3215959.05,915282.87,214841.43,757868.5,0,0
1898105,15495382.82,1061635.32,958779.67,1085864.77,887346.74,931895.76,813276.55,1069597.59,1566438.68,846741.4,1264245.19,3216316.32,998615.92,72165.69,722397.62,0,0
1898135,14559073.84,1061363.42,958779.67,1085864.77,891731.4,935161.07,705464.67,854051.9,1405299.38,860951.24,1266416.78,3216316.32,798039.28,55830.68,463737.64,0,0
1898166,13347719.13,1061363.42,958779.67,1085864.77,891731.4,935161.07,617149.94,795231.97,1128347.06,860951.24,1266732.29,3216316.32,401069.5,0,128954.87,0,0
1898196,11506462.44,1058660.12,865862.47,1085864.77,852317.03,854526.32,306832.62,680672.49,598993.51,858664.31,1165146.36,3136888.75,41968.11,0,0,0,0
1898227,10163765.86,1061635.32,832734.73,1081324.43,858889.11,580304.09,162816.8,396885.33,763105.28,846741.4,406566.08,3172697.68,0,0,0,0,0
1898258,8566667.47,967711.5,789908.95,945323.43,618949.86,345854.2,136690.5,397062.31,181593.64,800972.22,171682.96,3210852.3,0,0,0,0,0
1898288,10043342.6,1059555.02,846177.51,1083970.91,882885.94,693005.84,242870.55,527474.57,376776.74,855392.55,234595.67,3215575.21,24996.47,0,0,0,0
1898319,11884259.41,1061363.42,958779.67,1085864.77,892614.79,929505.04,618497.45,643905.82,657357.33,864497.59,719368.31,3216316.32,150758.58,0,85364.72,0,0
1898349,13881798.14,1061363.42,958779.67,1085864.77,892614.79,937165.12,777779.55,740782.13,1130240.77,864497.59,1267354.07,3216316.32,420533.61,18503.19,509937.54,0,0
1899015,15552412.39,1061907.23,958779.67,1085864.77,887794.9,925237.15,992222.39,1140704.06,1573681.74,863327.56,1265801.17,3215959.05,879597.87,53623.55,647845.68,0,0
1899046,16280746.76,1061907.23,958779.67,1085864.77,888230.14,925237.15,1184657.56,1281619.23,1656450.29,863327.56,1265801.17,3215959.05,914769.05,196874.24,781204.06,0,0
1899074,15958720.23,1061907.23,958779.67,1085864.77,888230.14,925237.15,1104235.62,1010726.11,1652073.46,863327.56,1265801.17,3215959.05,983908.68,174728.76,767875.26,0,0
1899105,15567168.08,1061635.32,958779.67,1085864.77,887346.74,919704.51,907510.14,983004.06,1680873.9,846741.4,1264245.19,3215165.39,951425.25,72165.69,732640.45,0,0
1899135,15029409.98,1061363.42,958779.67,1085864.77,891731.4,931938.49,1104267.78,959145.75,1391792.18,860951.24,1266416.78,3204631.76,855493.14,88317.19,368650.8,0,0
1899166,13758369.97,1061635.32,958779.67,1085864.77,887346.74,919704.51,779127.49,867584.41,1240786.5,846741.4,1263929.68,3216316.32,497642.39,0,132845.16,0,0
1899196,11858281.79,1061635.32,877320.15,1085864.77,887593.44,775762.82,358066.06,650706.26,918025.93,858170.68,1107668.84,3216316.32,46811.82,0,14273.76,0,0
1899227,9156179.39,975254.95,824971.47,964670.24,680618.72,448096.97,168549.65,549843.61,222651.24,809306.18,296591.6,3213993.92,1565.23,0,0,0,0
1899258,9001293.1,1061635.32,738158.99,1031371.55,765643.12,348484.34,115769.4,434696.06,259600.42,852843.84,181202.61,3211821.86,0,0,0,0,0
1899288,9390615.44,1061363.42,845994.67,1085864.77,891737.87,412394.95,166332.96,479975.2,237955.56,863863.05,94654.39,3216197.23,34215.79,0,0,0,0
1899319,12020678.84,1061363.42,958779.67,1085864.77,892614.79,935113.3,627319.35,647710.66,657638.61,864497.59,725980.56,3216316.32,272321.97,0,75092.24,0,0
1899349,14297864.06,1061363.42,958779.67,1085864.77,892614.79,937165.12,862050.33,933559.82,1146300.9,864497.59,1267354.07,3216316.32,565972.5,78546.07,427413.1,0,0
1900015,15220068.73,1061635.32,958779.67,1085864.77,891737.87,933047.67,898564.38,905224.12,1622192.99,865373.4,1266729.21,3216197.23,765830.55,74084.64,674741.31,0,0
1900046,16358723.28,1061907.23,958779.67,1085864.77,892614.79,925237.15,1189015.3,1143494.04,1520235.62,863327.56,1265801.17,3215959.05,767654.89,211881.54,1256884.9,0,0
1900074,15760010.97,1061907.23,958779.67,1085864.77,892614.79,933047.67,1218881.03,1049555.85,1417799.72,864335.88,1266110.52,3216316.32,890060.28,225271.57,679400.05,0,0
1900105,15925515.13,1061635.32,958779.67,1085864.77,891731.4,931938.49,1142008.71,1000756,1570426.16,862047.04,1266113.6,3216316.32,1066680.8,143291.38,727859.86,0,0
1900135,14958409.88,1061363.42,958779.67,1085864.77,891731.4,935161.07,964338.36,1014455.07,1383245.97,860951.24,1266416.78,3216316.32,782977.81,66929.75,469812.65,0,0
1900166,13462804.33,1061363.42,950606.77,1085864.77,891731.4,931938.49,814096.24,940999.73,1020962.79,860951.24,1266732.29,3216316.32,354146.71,0,67028.56,0,0
1900196,12005563.08,1007458.77,751803.73,1085864.77,891517.02,815570.67,484015.79,913693.6,739217,857707.07,1219286.43,3216316.32,23046.31,0,0,0,0
1900227,10614149.32,1050048.69,825725.64,1081324.43,858889.11,585953.2,264558.24,635599.04,763105.28,846741.4,489111.95,3211455.35,1571.38,0,0,0,0
1900258,8752381,1043879.54,732480.11,1080492.93,768085.07,384572.04,227621.5,437234.49,90095.06,728650.55,45492.43,3213711.67,0,0,0,0,0
1900288,9954568.03,1061363.42,682388.51,1085864.77,891737.87,738989.46,343344.24,474452.44,483616.76,863502.76,112420.12,3216197.23,624.86,0,0,0,0
1900319,12143053.08,1061363.42,917090.64,1085864.77,892614.79,937165.12,693728.39,672268.53,816870.71,864497.59,874196.23,3216316.32,111010.97,0,0,0,0
1900349,14025400.2,1061363.42,958779.67,1085864.77,892614.79,937165.12,986478.84,954864,938862.66,864497.59,1267354.07,3216316.32,505065.87,98992.2,257115.28,0,0
1901015,16098867.51,1061363.42,958779.67,1085864.77,892614.79,937165.12,1136542.05,1105812.59,1532776.6,864497.59,1267354.07,3216316.32,963371.25,187726.56,887750.95,0,866.16
1901046,16351341.62,1061635.32,958779.67,1085864.77,892614.79,925237.15,1163720.83,1136400.04,1523306.12,862511.84,1265801.17,3215959.05,786390.3,216170.07,1256884.9,0,0
1901074,15964711.02,1061907.23,958779.67,1085864.77,888012.52,932619.36,1163546.96,1177453.54,1492159.28,863327.56,1265801.17,3215959.05,898041.83,199747.83,761424.64,0,0
1901105,16692566.54,1061635.32,958779.67,1085864.77,892614.79,937165.12,1114301.73,988558.29,1572056.08,865859.73,1267354.07,3216316.32,1791602.88,172611.11,665856.47,0,2629.07
1901135,15188387.08,1061635.32,958779.67,1085864.77,887346.74,931895.76,1013293.03,961381.23,1345150.15,846741.4,1264245.19,3216316.32,859810.29,29123.54,726738.09,0,0
1901166,13724529.13,1061635.32,952317.4,1085864.77,887346.74,931895.76,908247.7,979791.6,1121430.94,846741.4,1264245.19,3216316.32,436914.28,0,31716.13,0,0
1901196,12387763.44,1061635.32,814069.67,1085864.77,887346.74,931895.76,591011.71,798423.54,905476.81,816070.39,1235976.54,3214886.68,45039.9,0,0,0,0
1901227,10899156.13,1061635.32,758858.3,1085317.8,885839.57,912909.38,268072.51,712712.03,620204.85,800204.53,575167.87,3215969.04,2199.32,0,0,0,0
1901258,8921389.84,987572.12,738210.71,1002268.82,732388.06,524855.15,233512.24,523442.95,189615.49,649775.32,123367.06,3216316.32,0,0,0,0,0
1901288,10443907.17,1060642.83,887864.37,1085864.77,887148.51,788116.47,298852.62,663280.65,499961.43,859036.16,188206.9,3215959.05,8907.8,0,0,0,0
1901319,11761714.99,1061363.42,926072.76,1085864.77,892614.79,936396.88,660964.77,643436.56,718273.67,864497.59,599186.56,3216316.32,110322.15,0,46339.15,0,0
1901349,14245078.4,1061363.42,958779.67,1085864.77,892614.79,937165.12,869386.81,1070997.26,971484.61,864497.59,1267354.07,3216316.32,630540.54,97569.93,321077.92,0,0
1902015,15597611.41,1061363.42,958779.67,1085864.77,892614.79,937165.12,1034380.93,1103036.92,1480503.59,864497.59,1267354.07,3216316.32,732631.58,137024.22,826012.82,0,0
